,SV_Clock_Bias,SV_Clock_Drift,SV_Clock_Drift_Rate,IODE,Crs,Del_n,M0,Cuc,e,Cus,sqrt_A,Toe,Cic,OMEGA,Cis,i0,Crc,omega,OMEGA_dot,I_dot,Codes,GPS_week,L2_P_Data_flag,SV_accuracy,SV_health,Tgd,IODC,T_Tx,Fit_Interval,Epoch_Time_of_Clock
22170,0.00027955060000000003,-9.66338121112e-12,0,39.4211772412,37.432208628699996,5.51529704833e-09,-0.7436251505,1.94784201076e-06,0.0172807467,7.10514943733e-06,5153.61595219,379810.01789,-9.8422800194e-07,0.7011382684999999,-9.6670548409e-08,0.9481339822,249.10434183900003,-1.9387861034,-9.34913317817e-09,5.75155460811e-10,1,1975.00000004,0,-3.4378560242500002e-12,0,-2.04890966415e-08,39.4211772412,373595.05455,0,2017-11-16 15:00:00
22230,0.0002795157,-9.66338121323e-12,0,52.0524289869,36.5724717188,5.54366751204e-09,-1.0041330283,1.85770682695e-06,0.0172810592,7.23216265648e-06,5153.61661463,383413.863319,-1.15082605106e-06,0.7011072759999999,-1.8399999999999998e-07,0.9481351842,247.99146368900003,-1.9387655999000002,-9.44669171223e-09,6.135000952840001e-10,1,1975.00000005,0,-3.74733393286e-12,0,-2.04890966415e-08,52.0524289869,377631.135819,0,2017-11-16 16:00:00
22290,0.00027948080000000003,-9.66338121541e-12,0,65.42671363560001,35.9663055477,5.5546862067900006e-09,-1.2918279115,1.7826328079599998e-06,0.0172814503,7.33981011735e-06,5153.61737629,387017.717705,-1.27767859369e-06,0.701076433,-2.6678131378000004e-07,0.9481365965999999,246.831885193,-1.9387439880000001,-9.510243377820001e-09,6.475759668409999e-10,1,1975.00000007,0,-3.82564491264e-12,0,-2.04890966415e-08,65.42671363560001,381689.507649,0,2017-11-16 17:00:00
22350,0.0002794459,-9.66338121751e-12,0,78.9250306845,35.5856171202,5.54928276804e-09,-1.5765350159,1.7222051136599998e-06,0.0172819039,7.4302861499699996e-06,5153.6181992,390621.34759,-1.3653428748600001e-06,0.7010457492000001,-3.43168315251e-07,0.9481382129000001,245.582776927,-1.9387221427,-9.54037270079e-09,6.76826073737e-10,1,1975.00000008,0,-3.70979286173e-12,0,-2.04890966415e-08,78.9250306845,385745.117798,0,2017-11-16 18:00:00
22410,0.00027941099999999997,-9.663381219400002e-12,0,91.928379631,35.4023134412,5.5283868312399995e-09,-1.8280795572,1.676e-06,0.0172824036,7.505785084360001e-06,5153.61904537,394224.519514,-1.41437613958e-06,0.7010152345,-4.11181962092e-07,0.9481400262,244.201309462,-1.9387009387,-9.537664206980001e-09,7.006934142289999e-10,1,1975.0000000999999,0,-3.43678167828e-12,0,-2.04890966415e-08,91.928379631,389772.914025,0,2017-11-16 19:00:00
22470,0.0002793762,-9.66338122092e-12,0,103.817759972,35.3883015153,5.49292803184e-09,-2.016286751,1.6436293385700002e-06,0.0172829331,7.5685012505699995e-06,5153.61987681,397827.000019,-1.42533563288e-06,0.700984899,-4.6887642893900004e-07,0.94814203,242.64465337099998,-1.9386812509,-9.50270242226e-09,7.18620986572e-10,1,1975.00000011,0,-3.0436152604400004e-12,0,-2.04890966415e-08,103.817759972,393747.844088,0,2017-11-16 20:00:00
22530,0.0002793413,-9.663381221939999e-12,0,113.97417120600001,35.515488347399994,5.443836005300001e-09,-2.110981813,1.62465157754e-06,0.0172834761,7.62062897864e-06,5153.62065554,401428.555644,-1.3987785997799999e-06,0.7009547523999999,-5.14305890425e-07,0.9481442176,240.86997922900002,-1.9386639542,-9.43607187245e-09,7.30051789023e-10,1,1975.00000012,0,-2.56729750637e-12,0,-2.04890966415e-08,113.97417120600001,397644.85574699997,0,2017-11-16 21:00:00
22590,0.00027930639999999997,-9.66338122231e-12,0,121.778612829,35.7557809423,5.38204038707e-09,-2.0819899589,1.61866078067e-06,0.0172840163,7.66436259858e-06,5153.62134357,405028.952931,-1.3352622853100001e-06,0.7009248048000001,-5.45524521186e-07,0.9481465822,238.83445760799998,-1.9386499234,-9.33835708341e-09,7.34428819837e-10,1,1975.00000012,0,-2.0448323141999995e-12,0,-2.04890966415e-08,121.778612829,401438.896759,0,2017-11-16 22:00:00
22650,0.0002792716,-9.66338122188e-12,0,126.61208433799999,36.0810863047,5.3084708126e-09,-1.8991364043999999,1.62524210785e-06,0.0172845375,7.70189644045e-06,5153.62190292,408627.95842,-1.23534393448e-06,0.7008950657999999,-5.605864958560001e-07,0.9481491173000001,236.49525908200002,-1.9386400334,-9.21014258099e-09,7.3119507727e-10,1,1975.00000012,0,-1.5132235821000001e-12,0,-2.04890966415e-08,126.61208433799999,405104.914884,0,2017-11-16 23:00:00
22710,0.0002792367,-9.66338122053e-12,0,127.85558523200001,36.463311439499996,5.22405691734e-09,-1.5322463652,1.644e-06,0.017285023400000002,7.73542483427e-06,5153.62229559,412225.338652,-1.0995807923299998e-06,0.7008655456,-5.5754598907e-07,0.9481518161,233.809554223,-1.9386351589,-9.052012891040001e-09,7.19793559579e-10,1,1975.00000011,0,-1.0094752081999999e-12,0,-2.04890966415e-08,127.85558523200001,408617.857881,0,2017-11-17 00:00:00
22770,0.00027920180000000003,-9.663381218089998e-12,0,124.890115007,36.8743633514,5.12972833675e-09,-0.9511450569,1.6744617738e-06,0.0172854577,7.76714211008e-06,5153.62248361,415820.860168,-9.285301038590001e-07,0.7008362539,-5.34457175463e-07,0.948154672,230.734513605,-1.938636175,-8.86455253939e-09,6.99667265018e-10,1,1975.00000009,0,-5.70591090667e-13,0,-2.04890966415e-08,124.890115007,411952.673508,0,2017-11-17 01:00:00
22830,0.0002791669,-9.663381214430002e-12,0,117.09667316,37.2861490452,5e-09,-0.12565769529999998,1.71627043231e-06,0.0172858241,7.799242597910001e-06,5153.62242899,419414.289509,-7.22749114107e-07,0.7008072006,-4.8937422967e-07,0.9481576784,227.227307801,-1.9386439563,-8.6483460519e-09,6.702591918440001e-10,1,1975.00000006,0,-2.33575127639e-13,0,-2.04890966415e-08,117.09667316,415084.309524,0,2017-11-17 02:00:00
22890,0.000279132,-9.663381209410001e-12,0,103.856259189,37.6705755257,4.9150456613799995e-09,0.974390504,1.7690000000000001e-06,0.0172861062,7.83392062781e-06,5153.62209374,423005.393216,-4.82795068092e-07,0.7007783958,-4.2035132632600003e-07,0.9481608284,223.24510738400002,-1.9386593778,-8.40397795441e-09,6.31012338313e-10,1,1975.00000002,0,-3.54312172675e-14,0,-2.04890966415e-08,103.856259189,417987.713688,0,2017-11-17 03:00:00
22950,0.0002790971,-9.66338120313e-12,0,84.8020205536,37.994919565100005,4.79766466523e-09,2.3410648416999997,1.8316683492e-06,0.0172862904,7.87278456985e-06,5153.62144833,426594.133988,-2.11500110886e-07,0.7007498429000001,-3.26550115086e-07,0.9481641064,218.80378704,-1.9386829619,-8.13419007504e-09,5.825567504480001e-10,1,1974.99999998,0,-7.062089682189999e-15,0,-2.04890966415e-08,84.8020205536,420649.125877,0,2017-11-17 04:00:00
23010,0.0002790622,-9.66338120161e-12,0,65.3665078433,38.1199625853,4.70193321864e-09,3.0899124958999997,1.8908566622900003e-06,0.0172864201,7.904e-06,5153.62065756,430184.98621000006,3.6e-08,0.7007214014,-2.3260417111199998e-07,0.9481672879999999,215.26941604299998,-1.9387071234,-7.891342193800001e-09,5.528245729369999e-10,1,1974.99999996,0,-3.90436105372e-14,0,-2.04890966415e-08,65.3665078433,423314.504696,0,2017-11-17 05:00:00
23070,0.0002790273,-9.66338121533e-12,0,56.322754123,37.8483226595,4.6789725056999994e-09,1.5667558246000002,1.92393406172e-06,0.0172865945,7.9024608978e-06,5153.62006205,433786.455407,1.58072478023e-07,0.7006928047,-1.84885571815e-07,0.9481699564,215.237960775,-1.9387166328999998,-7.773790517190001e-09,5.93019539235e-10,1,1975.00000007,0,9.854231687469999e-14,0,-2.04890966415e-08,56.322754123,426468.706933,0,2017-11-17 06:00:00
23130,0.0002789923,-9.66338122234e-12,0,58.1407653452,38.089623669,4.73137538773e-09,-1.4644463347,1.98377495287e-06,0.0172868775,7.850561257489999e-06,5153.61958465,437396.19086400006,1.86670790769e-07,0.7006642008,-1.45e-07,0.9481720678,218.597249664,-1.9387065566,-7.79875346774e-09,6.62830703003e-10,1,1975.00000012,0,1.85558208695e-13,0,-2.04890966415e-08,58.1407653452,430129.00900900003,0,2017-11-17 07:00:00
23190,0.0002789574,-9.663381173590001e-12,0,61.016337954499996,40.7377663595,4.81321675356e-09,-2.8963299332999997,2.191e-06,0.0172872894,7.74110161887e-06,5153.61874844,441001.294383,2.80874447277e-07,0.7006361248999999,4.44287494329e-09,0.9481739451000001,222.526596423,-1.9386828529,-7.90180748676e-09,6.352411878619999e-10,1,1974.99999976,0,-3.87107177817e-13,0,-2.04890966415e-08,61.016337954499996,433846.108891,0,2017-11-17 08:00:00
23250,0.0002789225,-9.663381147089999e-12,0,61.148555776,44.8057224262,4.90226923216e-09,-2.1100748992,2.47853186289e-06,0.017287703,7.62851799807e-06,5153.61766684,444600.00033400004,4.09166886685e-07,0.700608364,2.2699999999999998e-07,0.9481755959,225.426546237,-1.9386575588,-8.052928904250001e-09,5.17106950588e-10,1,1974.99999956,0,-7.03189224241e-13,0,-2.04890966415e-08,61.148555776,437432.64676800004,0,2017-11-17 09:00:00
23310,0.0002788876,-9.66338132835e-12,0,61.1118940592,46.5121353399,5e-09,-1.0320064759999998,2.59733194226e-06,0.0172878572,7.6240570595800005e-06,5153.61703982,448201.61706099997,3.5214415173000004e-07,0.7005799294,3.35072277607e-07,0.9481767126999999,227.05702072,-1.9386475893000001,-8.258904778110001e-09,4.4865936044399997e-10,1,1975.00000091,0,1.4498863943900002e-12,0,-2.04890966415e-08,61.1118940592,440982.85750200006,0,2017-11-17 10:00:00
23370,0.0002788526,-9.66338142736e-12,0,61.7650115509,45.0517444387,5.10559007773e-09,-0.5468754966,2.49589171307e-06,0.0172877447,7.739326653339999e-06,5153.61708097,451803.557802,8.034321266950001e-08,0.7005496021,2.83152583962e-07,0.9481773618000001,227.6467607,-1.9386531453,-8.50032948654e-09,4.71983181445e-10,1,1975.00000164,0,2.62719868827e-12,0,-2.04890966415e-08,61.7650115509,444576.40391899995,0,2017-11-17 11:00:00
23430,0.0002788177,-9.66338069469e-12,0,61.998011151499995,42.6713445487,5.1980278113799995e-09,-0.39105118780000003,2.3251660065900003e-06,0.0172876121,7.8856509146e-06,5153.61749692,455391.25222799997,-2.40931564416e-07,0.7005160125,1.72399940099e-07,0.9481779879000001,227.820637826,-1.9386578632,-8.73097420752e-09,5.263989209e-10,1,1974.9999962000002,0,-6.08241978296e-12,0,-2.04890966415e-08,61.998011151499995,448264.53386,0,2017-11-17 12:00:00
23490,0.0002787828,-9.663378859880001e-12,0,61.2633822701,40.5704735467,5.2711733063e-09,-0.38948260659999995,2.16650102738e-06,0.017287586,8.01633192349e-06,5153.61810784,458959.169577,-5.23254438923e-07,0.7004788697,5.8764868894500007e-08,0.9481788235999999,227.891067252,-1.9386537091,-8.92691887532e-09,5.78396515151e-10,1,1974.99998258,0,-2.7895102875500005e-11,0,-2.04890966415e-08,61.2633822701,452061.70206599997,0,2017-11-17 13:00:00
23550,0.0002787479,-9.66337615239e-12,0,59.6628174365,38.7664795326,5.32562991934e-09,-0.5058906044,2.0226834929e-06,0.0172876615,8.13109762812e-06,5153.61886975,462511.35778500006,-7.637080849899999e-07,0.7004389702,-5.34881110129e-08,0.9481798723,227.840160156,-1.9386417152000002,-9.08776286682e-09,6.26163260133e-10,1,1974.99996247,0,-6.00830518045e-11,0,-2.04890966415e-08,59.6628174365,455946.738266,0,2017-11-17 14:00:00
23610,0.0002787131,-9.66337282339e-12,0,57.326235403199995,37.2253110506,5.36236875784e-09,-0.7100295887000001,1.89308449072e-06,0.0172878279,8.23169449256e-06,5153.61974457,466052.281251,-9.63092933913e-07,0.7003971573000001,-1.6234169856099998e-07,0.9481811277,227.63566667700002,-1.9386233083000002,-9.214128143359999e-09,6.69264597847e-10,1,1974.99993776,0,-9.966003593139999e-11,0,-2.04890966415e-08,57.326235403199995,459896.923279,0,2017-11-17 15:00:00
23670,0.0002786782,-9.66336912406e-12,0,54.383554922600005,35.912916645,5.38236092913e-09,-0.9716539668999999,1.7770751084299999e-06,0.0172880744,8.31986898093e-06,5153.62069422,469586.404374,-1.12220941699e-06,0.7003542748,-2.65778592688e-07,0.9481825832999999,227.245336952,-1.9385999149000002,-9.30663666626e-09,7.07265970297e-10,1,1974.99991029,0,-1.4363982461700003e-10,0,-2.04890966415e-08,54.383554922600005,463889.53792,0,2017-11-17 16:00:00
23730,0.0002786433,-9.663365305589999e-12,0,50.964694747299994,34.79524486,5.38657754052e-09,-1.2605181465000002,1.674e-06,0.017288390600000002,8.39736755731e-06,5153.62168062,473118.191555,-1.24185796552e-06,0.7003111662,-3.61781492331e-07,0.9481842328,226.636921118,-1.9385729619,-9.36591039687e-09,7.39732819485e-10,1,1974.99988193,0,-1.8903618722400002e-10,0,-2.04890966415e-08,50.964694747299994,467901.86300600006,0,2017-11-17 17:00:00
23790,0.0002786084,-9.66336161917e-12,0,47.1995736296,33.8382442398,5.37598969936e-09,-1.546376535,1.58330955387e-06,0.017288765600000002,8.46593668579e-06,5153.62266569,476652.10719300003,-1.32283901081e-06,0.700268675,-4.48333096428e-07,0.9481860696,225.77816931200002,-1.9385438757,-9.39257129651e-09,7.662305874139999e-10,1,1974.99985456,0,-2.32862893112e-10,0,-2.04890966415e-08,47.1995736296,471911.179354,0,2017-11-17 18:00:00
23850,0.0002785736,-9.663358315960001e-12,0,43.2181103221,33.0078633287,5.3515685129699996e-09,-1.7989835399,1.50429555677e-06,0.0172891887,8.52732283048e-06,5153.62361136,480192.615688,-1.366e-06,0.7002276449,-5.23416103917e-07,0.9481880873999999,224.636831673,-1.9385140831999998,-9.38724132652e-09,7.86324716087e-10,1,1974.99983004,0,-2.72133711644e-10,0,-2.04890966415e-08,43.2181103221,475894.76778100006,0,2017-11-17 19:00:00
23910,0.00027853869999999996,-9.663355647150001e-12,0,39.1502235771,32.2700506711,5.31428508867e-09,-1.9880935687999999,1.4363555299e-06,0.0172896495,8.58327245545e-06,5153.62447955,483744.18144099996,-1.372e-06,0.7001889193999999,-5.85e-07,0.9481902797,223.180658337,-1.9384850108000002,-9.35054244824e-09,7.99580647505e-10,1,1974.99981022,0,-3.0386241218e-10,0,-2.04890966415e-08,39.1502235771,479829.90910299995,0,2017-11-17 20:00:00
23970,0.0002785037,-9.663353863929999e-12,0,35.1258321473,31.590754811,5.2651105338e-09,-2.0834610291,1.37886056084e-06,0.017290137,8.635532024810001e-06,5153.62523218,487311.26885,-1.34178144016e-06,0.7001533420999999,-6.31107124819e-07,0.9481926401,221.377399443,-1.9384580853,-9.283096623e-09,8.055638236719999e-10,1,1974.99979698,0,-3.25062764082e-10,0,-2.04890966415e-08,35.1258321473,483693.884138,0,2017-11-17 21:00:00
24030,0.00027846880000000003,-9.663353217479999e-12,0,31.274854785,30.935924292800003,5.20501595569e-09,-2.0548403283,1.33118173718e-06,0.0172906408,8.68584800265e-06,5153.62583116,490898.34231499996,-1.27609678543e-06,0.7001217565000001,-6.59680536108e-07,0.9481951623,219.194805127,-1.9384347333,-9.18552581213e-09,8.038396865889999e-10,1,1974.99979218,0,-3.32748536711e-10,0,-2.04890966415e-08,31.274854785,487463.97370100004,0,2017-11-17 22:00:00
24090,0.0002784338,-9.66335395897e-12,0,27.727210242600002,30.271507660700003,5.13497246165e-09,-1.8719858738,1.2926901465e-06,0.0172911501,8.736e-06,5153.62623843,494509.866237,-1.17574678395e-06,0.7000950063,-6.687161465390001e-07,0.9481978395999999,216.600625527,-1.9384163815,-9.05845197697e-09,7.939736782610001e-10,1,1974.99979768,0,-3.2393349942799997e-10,0,-2.04890966415e-08,27.727210242600002,491117.45861000003,0,2017-11-17 23:00:00
24150,0.0002783988,-9.663356339589999e-12,0,24.6128172728,29.563453459,5.05595115903e-09,-1.5046520733000002,1.26275687638e-06,0.0172916542,8.78763504015e-06,5153.626415899999,498150.305015,-1.04153186701e-06,0.700073935,-6.5619665505e-07,0.9482006659000001,213.562610781,-1.9384044566,-8.90249707885e-09,7.755312406889999e-10,1,1974.99981536,0,-2.95631421595e-10,0,-2.04890966415e-08,24.6128172728,494631.61968100007,0,2017-11-18 00:00:00
24210,0.00027836369999999997,-9.663360610519999e-12,0,22.0615946278,28.777710231999997,5e-09,-0.9225933341,1.24075301442e-06,0.0172921425,8.84259902799e-06,5153.6263255,501824.123048,-8.742524659159999e-07,0.7000593862000001,-6.201047605779999e-07,0.9482036345,210.04851102599997,-1.9384003851,-8.718283079100001e-09,7.480778158760001e-10,1,1974.99984707,0,-2.44856072573e-10,0,-2.04890966415e-08,22.0615946278,497983.73773100006,0,2017-11-18 01:00:00
24270,0.00027832869999999996,-9.66336702295e-12,0,20.2034610602,27.8802265238,4.8748595573299995e-09,-0.09556406390000001,1.226e-06,0.0172926043,8.90260528068e-06,5153.62592915,505535.784737,-6.74709011957e-07,0.7000522035,-5.58423162062e-07,0.9482067392,206.026076399,-1.9384055937,-8.506431939069999e-09,7.11178845825e-10,1,1974.99989469,0,-1.68621221723e-10,0,-2.04890966415e-08,20.2034610602,501151.093577,0,2017-11-18 02:00:00
24330,0.0002782935,-9.663375828039999e-12,0,19.1683353225,26.8369508788,4.7747314729199995e-09,1.00668133,1.218e-06,0.017293028999999998,8.96940026232e-06,5153.62518876,509289.75448199996,-4.4370193643500003e-07,0.7000532304000001,-4.6913455843800003e-07,0.9482099734,201.463057038,-1.9384215092,-8.26756562008e-09,6.64399772537e-10,1,1974.99996007,0,-6.394063840739999e-11,0,-2.04890966415e-08,19.1683353225,504110.968036,0,2017-11-18 03:00:00
24390,0.0002782583,-9.66338682777e-12,0,19.0699834789,25.621762163499998,4.67040078108e-09,2.3762355117,1.21589508594e-06,0.0172934047,9.044172824760001e-06,5153.62408176,513082.854897,-1.84154031678e-07,0.7000618048,-3.5155831305100004e-07,0.9482133221,196.38270994400003,-1.9384491421,-8e-09,6.08557255837e-10,1,1975.00004174,0,6.683115741990001e-11,0,-2.04890966415e-08,19.0699834789,506852.394604,0,2017-11-18 04:00:00
24450,0.0002782232,-9.66338949175e-12,0,19.6506597642,24.390936660900003,4.584217113620001e-09,3.1276737936,1.2158443814799998e-06,0.0172936966,9.11528673818e-06,5153.6229416999995,516736.147554,5.2197606316500004e-08,0.700042632,-2.3575707059e-07,0.9482165712999999,192.08494999299998,-1.9384799366,-7.766915266509999e-09,5.732459654e-10,1,1975.00006152,0,9.850238215149999e-11,0,-2.04890966415e-08,19.6506597642,509634.718421,0,2017-11-18 05:00:00
24510,0.0002781881,-9.663365448239998e-12,0,20.298164997,23.5141386057,4.55754533602e-09,1.6049421381,1.21389269695e-06,0.0172938525,9.158608138869999e-06,5153.622418999999,519936.912847,1.70272841929e-07,0.6999341240000001,-1.78167788433e-07,0.9482193231,191.034814013,-1.9384961691,-7.649387113060001e-09,6.1262207225e-10,1,1974.99988299,0,-1.87342604142e-10,0,-2.04890966415e-08,20.298164997,512958.455097,0,2017-11-18 06:00:00
24570,0.0002781532,-9.663353166839999e-12,0,20.7764908048,24.0817448863,4.59877314996e-09,-1.4277423808,1.2735124304399999e-06,0.0172939682,9.157e-06,5153.622275,523330.32630699995,1.9870825160899998e-07,0.6998649873,-1.36077809227e-07,0.9482215201,193.187519572,-1.9384888813999999,-7.67210613651e-09,6.85113269478e-10,1,1974.9997917999997,0,-3.33351823391e-10,0,-2.04890966415e-08,20.7764908048,516665.625951,0,2017-11-18 07:00:00
24630,0.00027811830000000004,-9.66343861733e-12,0,21.237356533099998,27.763089663600002,4.68259249444e-09,-2.8606554346,1.51677584125e-06,0.0172942759,9.1026033659e-06,5153.62142094,528362.743715,2.84063954269e-07,0.7001229778,2.58921075803e-08,0.9482234420000001,195.99658869299998,-1.9384589582,-7.780625002359999e-09,6.583916674169999e-10,1,1975.00042628,0,6.825392591469999e-10,0,-2.04890966415e-08,21.237356533099998,519982.597508,0,2017-11-18 08:00:00
24690,0.0002780834,-9.66348507892e-12,0,21.7433770166,33.1805212939,4.78618276827e-09,-2.0742707513,1.86217045074e-06,0.017294724299999998,9.03033119707e-06,5153.61998202,532742.297219,3.9631412818899997e-07,0.7002509222,2.67637164646e-07,0.9482251120999999,198.26751078200002,-1.9384229128000001,-7.943462303460001e-09,5.39067466664e-10,1,1975.00077127,0,1.23490491141e-09,0,-2.04890966415e-08,21.7433770166,523362.21527700004,0,2017-11-18 09:00:00
24750,0.0002780485,-9.66316732048e-12,0,22.252408870700002,36.0282293025,4.89097050351e-09,-0.9959279420999999,2.0314147769799997e-06,0.0172949848,9.01454303105e-06,5153.61929233,531012.112292,3.31493126759e-07,0.6991609248,3.76609806761e-07,0.948226297,200.260569497,-1.9384112361,-8.15462670697e-09,4.72191589977e-10,1,1974.99841187,0,-2.5428144324499997e-09,0,-2.04890966415e-08,22.252408870700002,528347.154873,0,2017-11-18 10:00:00
24810,0.0002780135,-9.662993755519999e-12,0,22.7500011287,35.3123808756,5e-09,-0.5108193642000001,1.96158909663e-06,0.017294991000000003,9.06783394646e-06,5153.619719899999,531700.484817,6.44195079404e-08,0.6985508854000001,3.0287850250900003e-07,0.9482270758,202.09937089299999,-1.9384262817,-8.39141115193e-09,5.00619910993e-10,1,1974.99712313,0,-4.6062678222599996e-09,0,-2.04890966415e-08,22.7500011287,532721.5129420001,0,2017-11-18 11:00:00
24870,0.0002779786,-9.66428160125e-12,0,23.2535149582,33.4301352383,5.06367794195e-09,-0.35511185310000004,1.81054357947e-06,0.0172949467,9.14031564703e-06,5153.62062606,556846.080612,-2.4694642170999997e-07,0.7028099655,1.64324088723e-07,0.948227843,203.708634522,-1.9384422181999998,-8.61412729569e-09,5.602471711709999e-10,1,1975.00665979,0,1.0663234261299999e-08,0,-2.04890966415e-08,23.2535149582,530626.0864939999,0,2017-11-18 12:00:00
24930,0.0002779436,-9.66758822365e-12,0,23.7703067625,31.667823475,5.12455029153e-09,-0.35363795530000003,1.66374648482e-06,0.0172949605,9.20563639897e-06,5153.62164607,614402.147859,-5.183606679729999e-07,0.7135223139,2.59005667177e-08,0.9482288043000001,205.037069318,-1.938446088,-8.80246913892e-09,6.15788923735e-10,1,1975.03054212,0,4.89020927245e-08,0,-2.04890966415e-08,23.7703067625,519942.92726,0,2017-11-18 13:00:00
24990,0.0002779086,-9.672674466389999e-12,0,24.2963234775,30.0511310204,5.16860472418e-09,-0.470116104,1.52453020428e-06,0.0172950332,9.26374742143e-06,5153.62273343,697621.32028,-7.47412928754e-07,0.7293445212999999,-1.0777514638399999e-07,0.9482299619,206.066082655,-1.9384390591999998,-9e-09,6.65495410291e-10,1,1975.06578356,0,1.05328450021e-07,0,-2.04890966415e-08,24.2963234775,502461.13173500006,0,2017-11-18 14:00:00
25050,0.00027787360000000003,-9.679266541729999e-12,0,24.827015974800002,28.550932628800002,5.19679195099e-09,-0.6743032492000001,1.39265600475e-06,0.017295161,9.31574354022e-06,5153.62385552,799117.0744439999,-9.35250888576e-07,0.7488058931999999,-2.34709484949e-07,0.9482313091,206.778503578,-1.9384229141,-9.076317463510001e-09,7.090749023739999e-10,1,1975.10911468,0,1.74707480844e-07,0,-2.04890966415e-08,24.827015974800002,480139.667928,0,2017-11-18 15:00:00
25110,0.0002778385,-9.687090661919999e-12,0,25.357835126399998,27.138103054299997,5.21006268309e-09,-0.9359563409999999,1.26788515314e-06,0.0172953403,9.36271958115e-06,5153.62497969,911502.886923,-1.083e-06,0.7704357354000001,-3.52908883343e-07,0.9482328393,207.157161132,-1.938399435,-9.16328241694e-09,7.462356715189999e-10,1,1975.15726603,0,2.51804359888e-07,0,-2.04890966415e-08,25.357835126399998,454937.50384799996,0,2017-11-18 16:00:00
25170,0.0002778034,-9.69587303921e-12,0,25.884231804099997,25.783517051300002,5.20936763159e-09,-1.2248323295999999,1.15e-06,0.0172955672,9.405770370019999e-06,5153.62607331,1027392.2342899999,-1.1918746434299999e-06,0.7927633534,-4.6037977593100004e-07,0.9482345459,207.18488436099997,-1.9383704043,-9.21791354584e-09,7.76685989261e-10,1,1975.20696817,0,3.3138426184899996e-07,0,-2.04890966415e-08,25.884231804099997,428813.607503,0,2017-11-18 17:00:00
25230,0.0002777683,-9.705339885860001e-12,0,26.4016568797,24.4580493738,5.1956575076000005e-09,-1.5106881649000001,1.0386985613e-06,0.017295838100000002,9.446e-06,5153.62710372,1139398.59311,-1.263e-06,0.8143180526999999,-5.55128597079e-07,0.9482364223,206.84450231099999,-1.9383376041999998,-9.24094008624e-09,8.00134127136e-10,1,1975.25495165,0,4.08212361419e-07,0,-2.04890966415e-08,26.4016568797,403726.94690100005,0,2017-11-18 18:00:00
25290,0.0002777332,-9.71521741413e-12,0,26.905561225,23.1325747762,5.16988302223e-09,-1.763280797,9.338053548799999e-07,0.017296149099999998,9.48447549485e-06,5153.62803831,1240135.43995,-1.29741340871e-06,0.8336291389,-6.351617811520001e-07,0.9482384618,206.118844025,-1.9383028169999998,-9.233091274179999e-09,8.16288356678e-10,1,1975.29794703,0,4.770538332939999e-07,0,-2.04890966415e-08,26.905561225,381636.49005100003,0,2017-11-18 19:00:00
25350,0.00027769810000000003,-9.72523183627e-12,0,27.391395711799998,21.777968012600002,5.132994886590001e-09,-1.9523671759999999,8.35060564008e-07,0.0172964966,9.52231948242e-06,5153.62884441,1322216.2513899999,-1.29639513156e-06,0.8492259177,-6.98485762518e-07,0.9482406578,204.99073855,-1.9382678250999998,-9.1950963457e-09,8.248569494219999e-10,1,1975.33268487,0,5.32673852167e-07,0,-2.04890966415e-08,27.391395711799998,364501.204961,0,2017-11-18 20:00:00
25410,0.0002776629,-9.73510936454e-12,0,27.8546112121,20.3651038373,5.0859438118e-09,-2.047704252,7.42225455588e-07,0.0172968768,9.56061752116e-06,5153.62948941,1378254.5039899999,-1.2609999999999999e-06,0.8596376946,-7.431069755399999e-07,0.9482430037999999,203.44301492900001,-1.9382344107,-9.12768453682e-09,8.255481769039999e-10,1,1975.35589572,0,5.69837592733e-07,0,-2.04890966415e-08,27.8546112121,354280.05964,0,2017-11-18 21:00:00
25470,0.0002776277,-9.74457621119e-12,0,28.2906585975,18.8648570045,5e-09,-2.019048975,6.55061296525e-07,0.0172972859,9.60046443689e-06,5153.62994064,1400863.67434,-1.1925216803e-06,0.8633937753,-7.67e-07,0.9482454931000001,201.458502207,-1.9382043562,-9e-09,8.180703106589999e-10,1,1975.36431015,0,5.83310229686e-07,0,-2.04890966415e-08,28.2906585975,352932.022097,0,2017-11-18 22:00:00
25530,0.0002775925,-9.753358588480001e-12,0,28.694988739899998,17.2481022684,5e-09,-1.8361582951,5.733293537270001e-07,0.0172977203,9.642999999999999e-06,5153.63016549,1382657.23899,-1.092e-06,0.8590234652,-7.6826683402e-07,0.9482481190000001,199.020029429,-1.9381794439,-8.907527222030001e-09,8.02131622221e-10,1,1975.35465869,0,5.67856937721e-07,0,-2.04890966415e-08,28.694988739899998,362416.060338,0,2017-11-18 23:00:00
25590,0.0002775573,-9.76118270867e-12,0,29.0630525112,15.4857143832,4.89332006364e-09,-1.4687891624,4.967908941e-07,0.0172981761,9.68918420255e-06,5153.6301313,1316248.67451,-9.60516929897e-07,0.84505607,-7.4481834821e-07,0.948250875,196.11042564,-1.9381614561000002,-8.75624018819e-09,7.77440383127e-10,1,1975.32367192,0,5.18242891531e-07,0,-2.04890966415e-08,29.0630525112,384691.142374,0,2017-11-19 00:00:00
